Date,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-01-04,62.122657999999994,74.469788,28.227249,76.780548,65.40538000000001,56.363403000000005,32.01162,50.954132,84.234062,100.683571
2018-01-05,62.620754000000005,74.440002,28.306959000000003,77.308426,66.093231,56.612007,32.081207,50.934292,84.951538,101.481216
2018-01-08,62.710415000000005,74.886818,28.267104999999997,77.627144,66.342453,56.751225,32.299923,51.410591,84.642624,101.600868
2018-01-09,62.61079,74.698166,28.486304999999998,78.125137,66.172974,56.671673,31.932084999999997,50.904522,85.63913000000001,101.800278
2018-01-10,62.232243000000004,74.608795,28.725434999999997,78.115173,65.94369499999999,56.393234,31.435013,50.348839,85.48964699999999,101.73048399999999
2018-01-11,63.04911800000001,76.137909,28.864927,79.11116,66.212852,56.313686,31.236181,50.160301000000004,85.85836,103.385612
2018-01-12,63.148739,76.87267299999999,29.123983000000003,79.84818299999999,66.60163100000001,56.333572,31.007526000000002,49.872536,86.51604499999999,104.721672
2018-01-16,62.411556000000004,75.89960500000001,29.044272999999997,79.131073,66.342453,56.592121,31.156648999999998,49.76339,86.94453399999999,103.973877
2018-01-17,62.700451,76.56487299999999,29.263477,79.569313,67.339333,57.238491,31.335596000000002,50.070995,87.781593,104.472404
2018-01-18,62.660603,75.939323,29.223621,79.141037,67.458954,57.069439,31.03735,49.753464,87.801529,104.382675
2018-01-19,63.039154,75.840027,29.432861,79.37011700000001,67.588554,57.705864,31.256065000000003,49.604622,88.130371,105.290001
2018-01-22,62.889729,77.478363,29.671989,79.37011700000001,68.24649000000001,58.143406000000006,31.554308000000002,49.67408,88.708336,106.456566
2018-01-23,62.879765,77.359215,29.70188,79.40995799999999,68.54555500000001,57.954468000000006,32.041443,50.150379,88.27984599999999,107.35392
2018-01-24,63.148739,77.150696,29.901155,79.34024000000001,68.017212,58.073799,31.951969000000002,49.84277,88.538933,107.812569
2018-01-25,63.567142000000004,76.545006,29.841372999999997,79.419914,67.897583,58.10363,31.882378000000003,50.616756,89.29628000000001,107.62313799999998
2018-01-26,63.84606899999999,76.96204399999999,30.060575,80.33622,68.974213,58.382065000000004,31.971851,50.646526,91.219521,108.68002299999999
2018-01-29,63.118855,75.800308,29.94101,79.798393,68.346176,58.153351,31.604017,50.001537,90.970398,108.380898
2018-01-30,62.660603,74.271202,29.552425,79.170914,67.728111,57.765530000000005,31.474777000000003,50.090843,89.057121,107.842491
2018-01-31,62.710415000000005,74.320847,29.632134999999998,79.40995799999999,68.236519,57.497036,32.120975,50.646526,87.791557,107.49351499999999
2018-02-01,61.853687,75.085403,29.911119,79.27050799999999,68.29633299999999,57.248431999999994,31.534426,49.852695000000004,87.821457,106.29703500000001
2018-02-02,60.229889,71.947739,29.253513,77.67693299999999,66.272667,56.154579000000005,31.176533000000003,49.495468,86.5858,105.280029
2018-02-05,57.928684,68.92923,27.778878999999996,74.151146,63.501335,54.116028,30.371271000000004,48.681789,82.749275,101.73048399999999
2018-02-06,59.821449,69.475349,28.287031,75.505684,65.32563,54.712677,30.311622999999997,47.95742,83.666054,104.332817
2018-02-07,59.283504,68.313622,28.306959000000003,75.645126,64.488251,54.474014000000004,30.172441,47.729186999999996,83.566406,104.013756
2018-02-08,57.201457999999995,66.248322,27.061493,72.726883,61.816605,53.30060600000001,29.227999,47.193356,80.666588,99.865974
2018-02-09,58.197651,66.198669,27.579607,73.51371800000001,63.331863,53.409992,29.913963,48.185646000000006,81.812569,100.53400400000001
2018-02-12,59.373160999999996,67.280968,27.968190999999997,74.698936,64.468307,53.956920999999994,29.993494000000002,48.552792,82.579872,101.899979
2018-02-13,59.223735999999995,67.002953,28.087757,74.868256,64.627815,54.205524,30.212206,48.771095,82.639664,102.42842900000001
2018-02-14,60.020687,67.976021,28.755327,75.81444499999999,65.814095,54.17569399999999,30.023319,48.225334000000004,83.57637,104.063614
2018-02-15,60.468975,67.80722,28.914747,76.959824,67.07016800000001,55.07066700000001,30.301679999999998,49.297009,84.50312,104.99088300000001
2018-02-16,60.249813,67.638428,28.874890999999998,76.979752,66.97048199999999,55.289436,30.500511,49.733616,85.110985,104.482384
2018-02-20,59.980839,67.27104200000001,28.785217,76.202881,67.03029599999999,54.036476,30.192326,49.088631,84.17427099999999,104.163322
2018-02-21,59.771641,66.139099,28.825073,76.222794,66.60163100000001,53.390102,29.635599,48.443638,83.8255,104.013756
2018-02-22,60.17012,66.86393699999999,28.585943,76.730751,66.681389,53.529324,29.973609999999997,48.691711,83.69594599999999,104.143372
2018-02-23,61.056732,68.313622,29.014383000000002,77.368179,68.07701899999999,54.046417000000005,30.520393,49.961842,85.031265,105.599098
2018-02-26,61.325703000000004,68.720718,29.452787,78.43388399999999,69.143684,54.38451800000001,30.629749,49.813004,86.107483,106.48648100000001
2018-02-27,60.478935,67.82708000000001,29.173803000000003,77.447861,68.44586899999999,53.668541000000005,29.973609999999997,49.019169,85.21063199999999,104.23311600000001
2018-02-28,59.403048999999996,66.26818100000001,28.765290999999998,76.342316,67.95739,53.111668,29.933846000000003,48.681789,83.845428,103.764496
2018-03-01,58.795372,66.16888399999999,28.267104999999997,74.848343,66.830917,52.992340000000006,29.784721,48.691711,82.510124,102.64778100000001
2018-03-02,58.7356,66.476692,28.336851,74.828415,67.468925,53.439827,29.685308000000003,48.562714,83.347176,102.74749
2018-03-05,59.51263,67.181679,28.735398999999997,75.724808,68.15677600000001,53.9072,30.102852000000002,49.555004,84.104515,103.973877
2018-03-06,60.17012,67.22139,28.854963,76.063446,68.306297,53.946976,30.222148999999998,48.890171,83.984932,104.691765
2018-03-07,59.950954,66.71500400000001,28.805145,76.05348199999999,68.68512,53.459713,30.351389,48.523026,84.41342900000001,103.98384899999999
2018-03-08,60.000763,66.695137,28.894819000000002,76.451874,68.984177,53.946976,30.589985,48.880245,84.98143,104.312881
2018-03-09,61.086617000000004,67.966087,29.592281,78.135086,70.2901,54.295021,30.788813,49.019169,86.20713,105.928123
2018-03-12,60.937187,67.946236,29.492643,77.168991,70.509415,54.19558000000001,30.937936999999998,49.227551,85.838425,106.277092
2018-03-13,60.688137,67.45970200000001,29.163839000000003,76.79051199999999,69.70193499999999,54.155804,31.03735,49.336704,85.948036,105.529297
2018-03-14,59.94099,67.062523,28.835037,75.953888,69.642128,53.608875,31.097,49.84277,85.52951,105.399681
2018-03-15,59.153999,66.71500400000001,28.845001,76.173004,69.681999,53.230999,31.097,49.813004,85.389999,105.290001
2018-03-16,59.150002,67.309998,28.870001000000002,76.58000200000001,69.610001,53.25,31.26,50.25,85.389999,105.18
2018-03-19,58.299999,66.269997,28.66,75.989998,68.230003,52.73,30.950001,49.939999,84.010002,103.870003
2018-03-20,58.240002000000004,66.83000200000001,28.73,76.25,68.199997,52.580002,30.940001000000002,49.709998999999996,84.129997,104.489998
2018-03-21,58.900002,68.58000200000001,28.719998999999998,76.339996,67.790001,51.93,30.66,49.540001000000004,83.769997,104.410004
