Date,AIV,AMT,ARE,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,GGP,HCP,HST,IRM,KIM,MAA,MAC,O,PLD,PSA,REG,SBAC,SLG,SPG,UDR,VNO,VTR,WELL,WY
2018-03-13,40.049999,146.25,125.626205,160.041946,124.43094599999999,,110.613937,104.650002,25.6,405.420013,58.833431000000004,236.15741,87.13000500000001,117.809998,21.43,23.0,18.700001,32.632,14.68,89.470001,58.889998999999996,51.450001,62.889998999999996,197.399994,59.200001,170.33999599999999,98.489998,157.470001,35.41,68.220001,50.349998,53.759997999999996,35.549999
2018-03-14,40.299999,146.46000700000002,125.46738400000001,161.974106,124.75875900000001,,111.030006,105.470001,25.700001,413.709991,59.0019,236.77247599999998,86.160004,117.940002,21.690001000000002,22.950001,18.92,32.98,14.59,90.379997,59.599998,51.389998999999996,63.220001,194.610001,58.82,170.229996,98.709999,158.490005,35.540001000000004,68.220001,49.68,53.529999,35.240002000000004
2018-03-15,40.259997999999996,146.649994,126.142372,162.172272,125.076645,,109.610001,105.33000200000001,25.85,415.230011,59.180271,239.78831499999998,86.230003,117.16999799999999,21.629998999999998,22.950001,19.049999,32.889998999999996,14.44,90.849998,59.110001000000004,51.139998999999996,63.439999,195.169998,58.259997999999996,169.800003,98.379997,156.600006,35.669998,68.620003,49.459998999999996,53.75,35.619999
2018-03-16,40.689999,146.550003,127.29381599999999,164.23323100000002,126.318375,,109.08000200000001,106.370003,26.129998999999998,419.89001500000006,59.685660999999996,241.73271200000002,85.980003,117.889999,21.719998999999998,23.190001000000002,19.18,32.52,14.54,91.900002,58.93,51.470001,63.830002,198.009995,58.27,168.690002,98.940002,157.130005,35.959998999999996,69.510002,50.150002,54.0,35.82
2018-03-19,40.459998999999996,145.119995,126.30118600000002,163.57926899999998,125.44419099999999,47.310001,108.190002,104.75,26.08,411.709991,59.774848999999996,240.06608599999998,85.099998,116.489998,21.52,23.07,18.940001000000002,31.459999,14.25,91.029999,57.849998,50.900002,63.34,196.720001,57.32,168.96000700000002,98.260002,155.429993,35.650002,68.43,49.529999,53.25,35.529999
2018-03-20,40.110001000000004,146.309998,125.457458,162.80641200000002,124.838226,47.880001,108.870003,104.970001,26.07,415.26001,59.7253,237.556198,85.519997,115.239998,21.24,22.68,18.92,31.73,14.17,89.849998,57.360001000000004,50.48,63.580002,198.029999,56.959998999999996,169.330002,97.58000200000001,154.580002,35.43,68.08000200000001,49.0,53.150002,35.389998999999996
2018-03-21,39.790001000000004,142.330002,124.43505900000001,161.746216,123.52696200000001,47.720001,107.589996,103.370003,26.02,411.839996,59.586567,234.90741,85.190002,114.66999799999999,21.059998999999998,22.52,18.75,31.610001,14.14,89.470001,57.48,49.900002,62.630001,198.520004,56.509997999999996,167.08999599999999,96.980003,154.33999599999999,35.290001000000004,67.639999,48.459998999999996,52.450001,35.380001
2018-03-22,39.110001000000004,143.009995,121.27851899999999,158.793472,121.76868400000001,46.48,108.949997,102.910004,25.75,417.579987,59.209998999999996,231.742783,84.309998,114.029999,21.120001000000002,22.610001,18.4,31.639999,14.2,88.160004,57.880001,49.869999,61.709998999999996,195.690002,56.639998999999996,169.41000400000001,96.050003,152.529999,34.77,67.160004,49.32,52.75,35.200001
2018-03-23,38.619999,142.270004,117.72493700000001,156.564056,117.646149,45.220001,109.660004,102.300003,25.27,401.679993,58.360001000000004,227.347992,82.980003,112.510002,21.15,22.290001,17.98,30.889999,14.01,86.83000200000001,57.279999,49.330002,60.110001000000004,193.050003,55.849998,168.869995,92.940002,151.729996,34.139998999999996,65.150002,48.110001000000004,52.029999,34.049999
2018-03-26,39.099998,145.21000700000002,120.21641499999998,157.376556,119.076622,46.75,111.33000200000001,102.099998,25.42,409.609985,58.98,230.780502,84.360001,113.25,21.209999,22.309998999999998,18.389999,31.27,14.19,87.849998,57.84,49.950001,61.23,196.610001,56.619999,173.429993,94.440002,153.320007,34.450001,65.160004,48.209998999999996,52.139998999999996,34.529999
2018-03-27,39.549999,144.46000700000002,121.08000200000001,159.169998,120.07,46.68,110.66999799999999,102.709999,26.030001000000002,409.880005,59.349998,232.08999599999999,85.550003,113.480003,20.08,22.790001,18.33,31.9,14.13,88.199997,55.5,50.32,62.040001000000004,198.100006,57.09,170.100006,94.959999,150.46000700000002,34.700001,65.959999,49.009997999999996,53.279999,34.900002
2018-03-28,40.52,145.520004,123.690002,163.740005,123.400002,46.737,111.68,104.91999799999999,26.254998999999998,415.679993,61.09,239.440002,87.43,116.639999,20.555,23.584999,18.825001,32.994999,14.65,91.059998,57.169998,51.766201,62.799999,203.190002,59.099998,171.779999,97.730003,155.66000400000001,35.509997999999996,67.449997,50.709998999999996,55.290001000000004,35.224998
