date_,M1
2010-09-27,1768.8
2010-10-04,1775.0
2010-10-11,1788.8
2010-10-18,1776.2
2010-10-25,1789.5
2010-11-01,1766.1
2010-11-08,1866.9
2010-11-15,1801.1
2010-11-22,1818.1
2010-11-29,1835.5
2010-12-06,1812.2
2010-12-13,1829.1
2010-12-20,1841.4
2010-12-27,1855.0
2011-01-03,1852.3
2011-01-10,1838.4
2011-01-17,1862.9
2011-01-24,1858.8
2011-01-31,1873.0
2011-02-07,1853.5
2011-02-14,1861.2
2011-02-21,1887.5
2011-02-28,1896.8
2011-03-07,1877.5
2011-03-14,1891.0
2011-03-21,1902.3
2011-03-28,1898.0
2011-04-04,1896.0
2011-04-11,1896.8
2011-04-18,1893.1
2011-04-25,1902.1
2011-05-02,1921.0
2011-05-09,1928.1
2011-05-16,1931.0
2011-05-23,1942.7
2011-05-30,1956.7
2011-06-06,1935.8
2011-06-13,1950.0
2011-06-20,1959.5
2011-06-27,1956.8
2011-07-04,1982.7
2011-07-11,1980.3
2011-07-18,1972.5
2011-07-25,1998.1
2011-08-01,2061.0
2011-08-08,2092.4
2011-08-15,2107.5
2011-08-22,2134.9
2011-08-29,2121.6
2011-09-05,2109.8
2011-09-12,2117.4
2011-09-19,2119.3
2011-09-26,2126.7
2011-10-03,2175.6
2011-10-10,2150.3
2011-10-17,2128.2
2011-10-24,2126.8
2011-10-31,2136.3
2011-11-07,2146.5
2011-11-14,2170.7
2011-11-21,2178.3
2011-11-28,2170.1
2011-12-05,2158.4
2011-12-12,2165.5
2011-12-19,2149.9
2011-12-26,2157.2
2012-01-02,2200.4
2012-01-09,2202.2
2012-01-16,2202.0
2012-01-23,2211.6
2012-01-30,2208.2
2012-02-06,2200.2
2012-02-13,2213.5
2012-02-20,2218.6
2012-02-27,2211.8
2012-03-05,2215.8
2012-03-12,2230.2
2012-03-19,2229.1
2012-03-26,2228.2
2012-04-02,2247.3
2012-04-09,2249.4
2012-04-16,2241.6
2012-04-23,2247.2
2012-04-30,2253.9
2012-05-07,2240.6
2012-05-14,2267.3
2012-05-21,2262.5
2012-05-28,2257.1
2012-06-04,2256.3
2012-06-11,2289.6
2012-06-18,2273.7
2012-06-25,2271.7
2012-07-02,2283.1
2012-07-09,2336.4
2012-07-16,2315.2
2012-07-23,2316.3
2012-07-30,2310.8
2012-08-06,2308.7
2012-08-13,2348.0
2012-08-20,2339.8
2012-08-27,2344.3
2012-09-03,2420.5
2012-09-10,2404.2
2012-09-17,2378.2
2012-09-24,2377.4
2012-10-01,2381.1
2012-10-08,2421.5
2012-10-15,2421.9
2012-10-22,2417.0
2012-10-29,2429.9
2012-11-05,2429.8
2012-11-12,2414.0
2012-11-19,2419.8
2012-11-26,2404.3
2012-12-03,2468.0
2012-12-10,2469.3
2012-12-17,2438.3
2012-12-24,2474.5
2012-12-31,2459.3
2013-01-07,2460.2
2013-01-14,2482.4
2013-01-21,2491.3
2013-01-28,2467.9
2013-02-04,2476.3
2013-02-11,2485.8
2013-02-18,2469.9
2013-02-25,2467.1
2013-03-04,2463.9
2013-03-11,2469.8
2013-03-18,2467.6
2013-03-25,2489.5
2013-04-01,2511.1
2013-04-08,2486.4
2013-04-15,2514.5
2013-04-22,2527.5
2013-04-29,2535.7
2013-05-06,2500.3
2013-05-13,2523.0
2013-05-20,2524.9
2013-05-27,2537.0
2013-06-03,2588.6
2013-06-10,2539.0
2013-06-17,2513.2
2013-06-24,2521.6
2013-07-01,2525.3
2013-07-08,2525.7
2013-07-15,2542.7
2013-07-22,2564.0
2013-07-29,2551.7
2013-08-05,2532.1
2013-08-12,2544.0
2013-08-19,2536.0
2013-08-26,2561.2
2013-09-02,2586.7
2013-09-09,2580.2
2013-09-16,2569.4
2013-09-23,2587.3
2013-09-30,2596.6
2013-10-07,2570.2
2013-10-14,2640.1
2013-10-21,2660.2
2013-10-28,2623.4
2013-11-04,2602.6
2013-11-11,2613.2
2013-11-18,2621.6
2013-11-25,2626.8
2013-12-02,2655.8
2013-12-09,2673.1
2013-12-16,2655.1
2013-12-23,2682.2
2013-12-30,2646.6
2014-01-06,2666.9
2014-01-13,2675.6
2014-01-20,2707.5
2014-01-27,2696.6
2014-02-03,2769.7
2014-02-10,2721.8
2014-02-17,2711.4
2014-02-24,2708.0
2014-03-03,2767.3
2014-03-10,2765.2
2014-03-17,2740.2
2014-03-24,2749.5
2014-03-31,2761.5
2014-04-07,2738.7
2014-04-14,2790.3
2014-04-21,2789.4
2014-04-28,2795.7
2014-05-05,2782.0
2014-05-12,2797.5
2014-05-19,2783.1
2014-05-26,2793.8
2014-06-02,2826.3
2014-06-09,2833.7
2014-06-16,2826.2
2014-06-23,2828.3
2014-06-30,2831.9
2014-07-07,2809.5
2014-07-14,2849.7
2014-07-21,2857.2
2014-07-28,2839.0
2014-08-04,2839.3
2014-08-11,2805.8
2014-08-18,2778.6
2014-08-25,2791.4
2014-09-01,2813.1
2014-09-08,2842.7
2014-09-15,2868.1
2014-09-22,2871.6
2014-09-29,2871.7
2014-10-06,2848.0
2014-10-13,2854.8
2014-10-20,2862.3
2014-10-27,2870.1
2014-11-03,2919.8
2014-11-10,2891.1
2014-11-17,2869.9
2014-11-24,2878.8
2014-12-01,2887.8
2014-12-08,2931.6
2014-12-15,2943.2
2014-12-22,2959.8
2014-12-29,2935.7
2015-01-05,2931.9
2015-01-12,2934.5
2015-01-19,2924.1
2015-01-26,2939.9
2015-02-02,3003.5
2015-02-09,3006.4
2015-02-16,3004.7
2015-02-23,3005.9
2015-03-02,3018.9
2015-03-09,3020.1
2015-03-16,2997.1
2015-03-23,3000.8
2015-03-30,2987.8
2015-04-06,2976.9
2015-04-13,3017.1
2015-04-20,3018.0
2015-04-27,2999.7
2015-05-04,2992.9
2015-05-11,2992.4
2015-05-18,2969.9
2015-05-25,2994.8
2015-06-01,2985.5
2015-06-08,2996.4
2015-06-15,3012.9
2015-06-22,3035.0
2015-06-29,3041.2
2015-07-06,3015.9
2015-07-13,3028.2
2015-07-20,3031.7
2015-07-27,3028.3
2015-08-03,3087.8
2015-08-10,3031.1
2015-08-17,3010.1
2015-08-24,3020.3
2015-08-31,3024.6
2015-09-07,3017.8
2015-09-14,3043.4
2015-09-21,3072.2
2015-09-28,3050.1
2015-10-05,3010.4
2015-10-12,2995.4
2015-10-19,2997.8
2015-10-26,3024.4
2015-11-02,3069.0
2015-11-09,3077.6
2015-11-16,3070.1
2015-11-23,3091.2
2015-11-30,3086.8
2015-12-07,3045.8
2015-12-14,3082.9
2015-12-21,3117.7
2015-12-28,3098.1
2016-01-04,3172.7
2016-01-11,3096.1
2016-01-18,3091.2
2016-01-25,3101.2
2016-02-01,3086.2
2016-02-08,3092.9
2016-02-15,3138.7
2016-02-22,3133.4
2016-02-29,3169.0
2016-03-07,3121.5
2016-03-14,3140.6
2016-03-21,3174.7
2016-03-28,3182.9
2016-04-04,3178.9
2016-04-11,3203.1
2016-04-18,3187.5
2016-04-25,3213.2
2016-05-02,3246.3
2016-05-09,3246.9
2016-05-16,3237.8
2016-05-23,3250.0
2016-05-30,3231.2
2016-06-06,3224.5
2016-06-13,3257.7
2016-06-20,3268.5
2016-06-27,3239.4
2016-07-04,3241.9
2016-07-11,3253.2
2016-07-18,3238.1
2016-07-25,3249.8
2016-08-01,3231.3
2016-08-08,3298.5
2016-08-15,3322.4
2016-08-22,3335.2
2016-08-29,3329.3
2016-09-05,3310.1
2016-09-12,3332.4
2016-09-19,3323.4
2016-09-26,3324.3
2016-10-03,3370.3
2016-10-10,3358.8
2016-10-17,3317.6
2016-10-24,3326.9
2016-10-31,3329.9
2016-11-07,3305.9
2016-11-14,3361.9
2016-11-21,3376.8
2016-11-28,3357.1
2016-12-05,3338.9
2016-12-12,3349.0
2016-12-19,3329.3
2016-12-26,3348.8
2017-01-02,3342.7
2017-01-09,3380.1
2017-01-16,3399.1
2017-01-23,3402.1
2017-01-30,3399.6
2017-02-06,3359.4
2017-02-13,3375.0
2017-02-20,3401.2
2017-02-27,3402.0
2017-03-06,3397.7
2017-03-13,3442.4
2017-03-20,3440.6
2017-03-27,3432.0
2017-04-03,3489.3
2017-04-10,3434.8
2017-04-17,3418.4
2017-04-24,3434.1
2017-05-01,3436.7
2017-05-08,3463.7
2017-05-15,3503.2
2017-05-22,3514.5
2017-05-29,3513.2
2017-06-05,3489.4
2017-06-12,3483.0
2017-06-19,3476.8
2017-06-26,3512.0
2017-07-03,3540.9
2017-07-10,3521.6
2017-07-17,3495.8
2017-07-24,3534.5
2017-07-31,3536.6
2017-08-07,3508.4
2017-08-14,3550.8
2017-08-21,3590.8
2017-08-28,3573.7
2017-09-04,3563.4
2017-09-11,3567.2
2017-09-18,3547.9
2017-09-25,3552.7
2017-10-02,3555.2
2017-10-09,3587.8
2017-10-16,3582.7
2017-10-23,3603.5
2017-10-30,3578.5
2017-11-06,3569.1
2017-11-13,3594.6
2017-11-20,3610.4
2017-11-27,3618.4
2017-12-04,3633.2
2017-12-11,3631.8
2017-12-18,3599.0
2017-12-25,3592.4
2018-01-01,3545.4
2018-01-08,3622.1
2018-01-15,3673.8
2018-01-22,3671.8
2018-01-29,3638.5
2018-02-05,3633.7
2018-02-12,3611.5
2018-02-19,3601.2
2018-02-26,3617.0
2018-03-05,3675.4
2018-03-12,3687.0
2018-03-19,3646.2
2018-03-26,3647.7
2018-04-02,3638.4
2018-04-09,3650.8
2018-04-16,3643.0
2018-04-23,3671.5
2018-04-30,3679.0
2018-05-07,3614.0
2018-05-14,3651.4
2018-05-21,3659.8
2018-05-28,3667.3
