Date,AAP,ADSK,AIZ,ALB,ALGN,ALK,ALL,AMD,AMZN,ANDV,APA,ATVI,AWK,AYI,BA,BHF,BHGE,CBOE,CBS,CELG,CF,CI,CLX,COG,CPB,DISCA,DLTR,DUK,DVN,EA,EQT,EVHC,F,FCX,FLR,FMC,GE,GIS,GPS,GT,GWW,HCP,HII,HOLX,HPE,HRL,HSY,IDXX,ILMN,INCY,IPG,IPGP,ISRG,KHC,KIM,KMB,LB,LOW,M,MAT,MO,MU,NFLX,NFX,NKTR,NVDA,PFG,PSA,QRVO,RE,REGN,RHT,RMD,RRC,SCG,SEE,SLB,SO,STX,TGT,TRIP,TSCO,TTWO,TXN,UA,UAL,UPS,VIAB,VMC,VTR,WDC,WU,WYNN,XEC,XRAY
2018-03-05,,,,-0.04771711595537712,,,,,0.04999999999982006,-0.049999999999513496,-0.049999999974397226,,,,0.049999999999179486,,,,,-0.040337492401234396,,,,,,,,,-0.0499999999998501,,,,,,,,-0.01720714070889417,,,,,,,,0.04999999999982707,,,,,,,,,,,,-0.04999999999875086,,,,,0.014573806061786865,0.0499999999999659,-0.04999999999982895,0.04999999999994013,0.04999999999962516,,,0.049999999998370716,,,0.049999999999483874,,-0.04999999998986956,,,,,0.04999999999981516,,0.028416963915035384,,,,,,,,,-0.044738250937056016,,,,-0.04999999999891935,
2018-03-06,,,,-0.04771711595537712,,,,,0.04999999999982006,-0.049999999999513496,-0.049999999974397226,,,,0.049999999999179486,,,,,-0.040337492401234396,,,,,,,,,-0.0499999999998501,,,,,,,,-0.01720714070889417,,,,,,,,0.04999999999982707,,,,,,,,,,,,-0.04999999999875086,,,,,0.014573806061786865,0.0499999999999659,-0.04999999999982895,0.04999999999994013,0.04999999999962516,,,0.049999999998370716,,,0.049999999999483874,,-0.04999999998986956,,,,,0.04999999999981516,,0.028416963915035384,,,,,,,,,-0.044738250937056016,,,,-0.04999999999891935,
2018-03-07,,0.0499999999999396,,-0.04999999999994879,,,,,0.049999999999903316,,-0.0499999999999032,,,-0.04999999999305721,,,,,,,,,,,,,-0.04999999999964593,,-0.04999999999997705,,,0.04999999999486329,,,,,-0.049999999999395056,,,,,,,,0.04999999999989026,,,,,,,,,,-0.04999999997851713,,-0.049999999999979644,,,,,0.04999999999986372,0.04999999999999176,-0.04999999999997966,0.04999999999999253,,,,0.04999999999971795,,,0.04999999999765832,,,,,,,0.04999999999994172,,,,,,,,,,,,,,,-0.04999999999996871,
2018-03-08,,0.0499999999999396,,-0.04999999999994879,,,,,0.049999999999903316,,-0.0499999999999032,,,-0.04999999999305721,,,,,,,,,,,,,-0.04999999999964593,,-0.04999999999997705,,,0.04999999999486329,,,,,-0.049999999999395056,,,,,,,,0.04999999999989026,,,,,,,,,,-0.04999999997851713,,-0.049999999999979644,,,,,0.04999999999986372,0.04999999999999176,-0.04999999999997966,0.04999999999999253,,,,0.04999999999971795,,,0.04999999999765832,,,,,,,0.04999999999994172,,,,,,,,,,,,,,,-0.04999999999996871,
2018-03-09,,0.0499999999999396,,-0.04999999999994879,,,,,0.049999999999903316,,-0.0499999999999032,,,-0.04999999999305721,,,,,,,,,,,,,-0.04999999999964593,,-0.04999999999997705,,,0.04999999999486329,,,,,-0.049999999999395056,,,,,,,,0.04999999999989026,,,,,,,,,,-0.04999999997851713,,-0.049999999999979644,,,,,0.04999999999986372,0.04999999999999176,-0.04999999999997966,0.04999999999999253,,,,0.04999999999971795,,,0.04999999999765832,,,,,,,0.04999999999994172,,,,,,,,,,,,,,,-0.04999999999996871,
2018-03-12,,0.0499999999999396,,-0.04999999999994879,,,,,0.049999999999903316,,-0.0499999999999032,,,-0.04999999999305721,,,,,,,,,,,,,-0.04999999999964593,,-0.04999999999997705,,,0.04999999999486329,,,,,-0.049999999999395056,,,,,,,,0.04999999999989026,,,,,,,,,,-0.04999999997851713,,-0.049999999999979644,,,,,0.04999999999986372,0.04999999999999176,-0.04999999999997966,0.04999999999999253,,,,0.04999999999971795,,,0.04999999999765832,,,,,,,0.04999999999994172,,,,,,,,,,,,,,,-0.04999999999996871,
2018-03-13,,0.0499999999999396,,-0.04999999999994879,,,,,0.049999999999903316,,-0.0499999999999032,,,-0.04999999999305721,,,,,,,,,,,,,-0.04999999999964593,,-0.04999999999997705,,,0.04999999999486329,,,,,-0.049999999999395056,,,,,,,,0.04999999999989026,,,,,,,,,,-0.04999999997851713,,-0.049999999999979644,,,,,0.04999999999986372,0.04999999999999176,-0.04999999999997966,0.04999999999999253,,,,0.04999999999971795,,,0.04999999999765832,,,,,,,0.04999999999994172,,,,,,,,,,,,,,,-0.04999999999996871,
2018-03-14,,0.026100637443264612,,-0.049999999996625515,,,,,0.049999999998707786,,-0.04999999997493179,,,,,,,,,-0.015905807752602513,,-0.032348317714055976,,,,,,,-0.04999999999886127,,,,,,,,-0.049999999998406985,,,,,,,,0.04999999999232284,,,0.049999999996267475,,,,,,,-0.04999999999784018,,-0.049999999999882555,,,,,0.04999999999972979,0.04999999999990282,-0.04999999999961849,0.04999999999988833,,,,,,,0.03332526478128045,,,,,,,0.049999999999731294,,0.03203965486358685,-0.04949411650374324,,,,,,,,,0.04999999997919918,,,-0.049999999999574836,
2018-03-15,,0.026100637443264612,,-0.049999999996625515,,,,,0.049999999998707786,,-0.04999999997493179,,,,,,,,,-0.015905807752602513,,-0.032348317714055976,,,,,,,-0.04999999999886127,,,,,,,,-0.049999999998406985,,,,,,,,0.04999999999232284,,,0.049999999996267475,,,,,,,-0.04999999999784018,,-0.049999999999882555,,,,,0.04999999999972979,0.04999999999990282,-0.04999999999961849,0.04999999999988833,,,,,,,0.03332526478128045,,,,,,,0.049999999999731294,,0.03203965486358685,-0.04949411650374324,,,,,,,,,0.04999999997919918,,,-0.049999999999574836,
2018-03-16,,0.026100637443264612,,-0.049999999996625515,,,,,0.049999999998707786,,-0.04999999997493179,,,,,,,,,-0.015905807752602513,,-0.032348317714055976,,,,,,,-0.04999999999886127,,,,,,,,-0.049999999998406985,,,,,,,,0.04999999999232284,,,0.049999999996267475,,,,,,,-0.04999999999784018,,-0.049999999999882555,,,,,0.04999999999972979,0.04999999999990282,-0.04999999999961849,0.04999999999988833,,,,,,,0.03332526478128045,,,,,,,0.049999999999731294,,0.03203965486358685,-0.04949411650374324,,,,,,,,,0.04999999997919918,,,-0.049999999999574836,
2018-03-19,,0.026100637443264612,,-0.049999999996625515,,,,,0.049999999998707786,,-0.04999999997493179,,,,,,,,,-0.015905807752602513,,-0.032348317714055976,,,,,,,-0.04999999999886127,,,,,,,,-0.049999999998406985,,,,,,,,0.04999999999232284,,,0.049999999996267475,,,,,,,-0.04999999999784018,,-0.049999999999882555,,,,,0.04999999999972979,0.04999999999990282,-0.04999999999961849,0.04999999999988833,,,,,,,0.03332526478128045,,,,,,,0.049999999999731294,,0.03203965486358685,-0.04949411650374324,,,,,,,,,0.04999999997919918,,,-0.049999999999574836,
2018-03-20,,0.026100637443264612,,-0.049999999996625515,,,,,0.049999999998707786,,-0.04999999997493179,,,,,,,,,-0.015905807752602513,,-0.032348317714055976,,,,,,,-0.04999999999886127,,,,,,,,-0.049999999998406985,,,,,,,,0.04999999999232284,,,0.049999999996267475,,,,,,,-0.04999999999784018,,-0.049999999999882555,,,,,0.04999999999972979,0.04999999999990282,-0.04999999999961849,0.04999999999988833,,,,,,,0.03332526478128045,,,,,,,0.049999999999731294,,0.03203965486358685,-0.04949411650374324,,,,,,,,,0.04999999997919918,,,-0.049999999999574836,
2018-03-21,,,,-0.016616489500154086,,,,,0.04836836601241973,,,,,,,,,,,-0.04999999999533832,,,,,,,,,-0.04463674414218785,,,,,,,,-0.04999999997108516,-0.04999999999847396,,,0.026831909583481146,,,,0.01900934853339753,,,0.049999999984915916,,,,,,-0.049999999995534776,-0.0241690250741927,,-0.04999999999943242,,,,-0.013940885751628034,0.04999999999869019,0.04999999999925661,-0.02258871239365477,0.04999999999902427,0.026305489610949924,,,,0.01951410912922184,,0.04999999998629097,,,,,,,0.04999999999910107,,,-0.03519413454668276,,,,,,,,,0.04242385321306584,,,-0.046864942130026635,-0.030743327808712362
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
